gene	I	II	III	IV
MIR3913-1	3.4884	2.3256	6.8966	5.2632
MIR3913-2	3.4884	2.3256	6.8966	5.2632
CCT2	3.4884	2.3256	6.8966	5.2632
LRRC10	3.4884	2.3256	6.8966	5.2632
BEST3	3.4884	2.3256	6.8966	3.5088
RP11-588G21.2	3.4884	1.1628	6.8966	3.5088
RAB3IP	3.4884	1.1628	6.8966	3.5088
CNOT2	3.4884	1.1628	5.1724	3.5088
KCNMB4	2.3256	1.1628	5.1724	3.5088
PTPRB	2.3256	1.1628	5.1724	3.5088
PTPRR	2.3256	1.1628	5.1724	3.5088
TSPAN8	1.1628	0	5.1724	0
LGR5	0	0	5.1724	1.7544
ZFC3H1	0	0	5.1724	1.7544
THAP2	0	0	5.1724	1.7544
TMEM19	0	0	5.1724	1.7544
RAB21	0	0	5.1724	1.7544
TBC1D15	0	0	5.1724	1.7544
MRS2P2	0	0	5.1724	1.7544
TPH2	0	0	5.1724	1.7544
TRHDE-AS1	0	0	5.1724	1.7544
TRHDE	0	0	5.1724	1.7544
RP11-314D7.2	0	0	3.4483	1.7544
RP11-81H3.2	0	0	1.7241	1.7544
ATXN7L3B	0	0	1.7241	1.7544
KCNC2	0	0	1.7241	0
CAPS2	0	0	1.7241	0
GLIPR1L1	0	0	1.7241	0
GLIPR1L2	0	0	1.7241	0
GLIPR1	0	0	1.7241	1.7544
KRR1	0	0	1.7241	1.7544
PHLDA1	0	1.1628	1.7241	0
NAP1L1	0	1.1628	1.7241	0
BBS10	0	0	1.7241	0
OSBPL8	0	0	3.4483	0
ZDHHC17	0	0	1.7241	0
CSRP2	0	0	1.7241	0
E2F7	0	0	1.7241	0
NAV3	0	1.1628	1.7241	1.7544
SYT1	0	0	1.7241	0
MIR1252	0	0	1.7241	0
MIR5692B	0	0	1.7241	0
PAWR	0	0	1.7241	0
PPP1R12A	0	0	1.7241	0
OTOGL	0	0	1.7241	0
PTPRQ	0	0	1.7241	0
MYF6	0	0	1.7241	0
MYF5	0	0	1.7241	0
LIN7A	0	0	1.7241	0
MIR617	0	0	1.7241	0
MIR618	0	0	1.7241	0
ACSS3	0	0	1.7241	0
MIR4699	0	0	1.7241	0
PPFIA2	0	0	1.7241	0
RP11-362A1.1	0	0	1.7241	0
CCDC59	0	0	1.7241	0
METTL25	0	0	1.7241	0
TMTC2	0	0	0	0
SLC6A15	0	0	3.4483	0
TSPAN19	0	0	1.7241	0
LRRIQ1	0	0	1.7241	0
ALX1	0	0	0	0
RASSF9	0	0	0	0
NTS	0	0	0	0
MGAT4C	0	0	1.7241	0
MIR548AL	0	0	0	0
MKRN9P	0	0	0	0
C12orf50	0	0	0	0
C12orf29	0	0	0	0
CEP290	0	0	0	0
TMTC3	0	0	0	0
KITLG	0	0	0	0
RP11-13A1.1	0	0	1.7241	0
DUSP6	0	0	1.7241	0
POC1B	0	0	1.7241	1.7544
GALNT4	0	0	1.7241	1.7544
POC1B-GALNT4	0	0	1.7241	1.7544
ATP2B1	0	0	1.7241	1.7544
LINC00936	0	0	1.7241	1.7544
LINC00615	0	0	1.7241	1.7544
CCER1	0	0	1.7241	1.7544
EPYC	0	0	1.7241	1.7544
KERA	0	0	1.7241	1.7544
LUM	0	0	1.7241	1.7544
DCN	0	0	1.7241	1.7544
C12orf79	0	0	1.7241	1.7544
BTG1	0	0	1.7241	1.7544
CLLU1OS	0	0	1.7241	1.7544
CLLU1	0	0	1.7241	1.7544
C12orf74	0	0	1.7241	1.7544
PLEKHG7	0	0	1.7241	1.7544
EEA1	0	0	1.7241	1.7544
RP11-486A14.2	0	0	1.7241	1.7544
NUDT4P1	0	0	1.7241	0
NUDT4P2	0	0	1.7241	0
NUDT4	0	0	1.7241	0
UBE2N	0	0	1.7241	0
MRPL42	0	0	1.7241	0
SOCS2-AS1	0	0	1.7241	0
SOCS2	0	0	1.7241	0
CRADD	0	0	1.7241	0
RP11-887P2.5	0	0	1.7241	0
PLXNC1	0	0	1.7241	0
CCDC41	0	0	1.7241	0
CCDC41-AS1	0	0	1.7241	0
MIR5700	0	0	1.7241	0
TMCC3	0	0	1.7241	0
MIR7844	0	0	1.7241	0
KRT19P2	0	0	1.7241	0
MIR492	0	0	1.7241	0
NDUFA12	0	0	1.7241	0
NR2C1	0	0	1.7241	0
FGD6	0	0	1.7241	0
VEZT	0	0	1.7241	1.7544
MIR331	0	0	3.4483	1.7544
MIR3685	0	0	3.4483	1.7544
METAP2	0	0	3.4483	3.5088
USP44	0	0	3.4483	3.5088
PGAM1P5	0	0	3.4483	1.7544
NTN4	0	0	3.4483	1.7544
SNRPF	0	1.1628	3.4483	1.7544
CCDC38	0	1.1628	3.4483	1.7544
AMDHD1	0	1.1628	3.4483	1.7544
HAL	0	1.1628	3.4483	1.7544
LTA4H	0	1.1628	3.4483	1.7544
ELK3	0	1.1628	1.7241	1.7544
CDK17	0	1.1628	1.7241	1.7544
NEDD1	0	1.1628	1.7241	1.7544
RMST	0	1.1628	3.4483	1.7544
MIR1251	0	1.1628	3.4483	1.7544
MIR135A2	0	1.1628	1.7241	1.7544
LOC643711	0	1.1628	1.7241	1.7544
MIR4303	0	1.1628	1.7241	0
SLC9A7P1	0	1.1628	1.7241	1.7544
LOC643770	0	1.1628	1.7241	1.7544
TMPO-AS1	0	1.1628	1.7241	1.7544
TMPO	0	1.1628	1.7241	1.7544
SLC25A3	0	1.1628	1.7241	1.7544
SNORA53	0	1.1628	1.7241	1.7544
IKBIP	0	1.1628	1.7241	1.7544
APAF1	0	1.1628	1.7241	1.7544
ANKS1B	0	1.1628	1.7241	1.7544
RP11-406H4.1	0	0	0	1.7544
FAM71C	0	0	0	1.7544
UHRF1BP1L	0	0	0	1.7544
GOLGA2P5	0	0	0	1.7544
MIR1827	0	0	0	1.7544
ACTR6	0	0	0	1.7544
DEPDC4	0	0	0	1.7544
SCYL2	0	0	0	1.7544
SLC17A8	0	0	0	1.7544
NR1H4	0	0	0	1.7544
GAS2L3	0	0	0	1.7544
ANO4	0	0	0	1.7544
SLC5A8	0	0	0	1.7544
UTP20	0	0	0	1.7544
ARL1	0	0	0	1.7544
SPIC	0	0	0	1.7544
MYBPC1	1.1628	0	0	1.7544
CHPT1	1.1628	0	0	1.7544
SYCP3	1.1628	0	0	1.7544
GNPTAB	0	0	0	1.7544
DRAM1	0	0	0	1.7544
CCDC53	0	0	0	1.7544
NUP37	0	0	0	1.7544
PARPBP	0	0	0	1.7544
PMCH	0	0	0	1.7544
IGF1	0	0	0	1.7544
LINC00485	0	0	0	1.7544
PAH	0	0	0	1.7544
ASCL1	0	0	0	1.7544
C12orf42	0	0	0	1.7544
RP11-626I20.3	0	0	0	1.7544
STAB2	0	0	0	1.7544
NT5DC3	0	1.1628	1.7241	1.7544
GNN	0	1.1628	1.7241	1.7544
HSP90B1	0	0	0	1.7544
MIR3652	0	0	0	1.7544
C12orf73	0	0	0	1.7544
TDG	0	0	0	1.7544
GLT8D2	0	0	0	1.7544
HCFC2	0	1.1628	0	1.7544
NFYB	0	1.1628	0	1.7544
TXNRD1	0	1.1628	0	1.7544
EID3	0	1.1628	0	1.7544
CHST11	0	0	0	1.7544
MIR3922	0	0	0	1.7544
SLC41A2	0	0	0	1.7544
C12orf45	0	0	0	1.7544
ALDH1L2	0	1.1628	0	1.7544
KIAA1033	0	1.1628	0	1.7544
APPL2	0	0	0	1.7544
C12orf75	0	0	1.7241	1.7544
CASC18	0	1.1628	0	1.7544
NUAK1	0	0	0	1.7544
CKAP4	0	0	0	1.7544
TCP11L2	0	0	0	1.7544
POLR3B	0	0	0	1.7544
LOC100287944	0	0	0	1.7544
RFX4	0	0	0	1.7544
RP11-482D24.2	0	0	0	1.7544
RIC8B	0	0	0	1.7544
C12orf23	0	0	0	1.7544
MTERFD3	0	0	0	1.7544
CRY1	0	0	0	1.7544
BTBD11	0	0	0	1.7544
PWP1	0	0	0	1.7544
PRDM4	0	0	0	1.7544
ASCL4	0	0	0	1.7544
LOC728739	0	0	0	1.7544
WSCD2	0	1.1628	0	1.7544
CMKLR1	0	0	0	1.7544
FICD	0	0	0	1.7544
SART3	0	0	0	1.7544
ISCU	0	0	0	1.7544
TMEM119	0	0	0	1.7544
SELPLG	0	0	0	1.7544
CORO1C	0	0	0	1.7544
SSH1	0	0	0	1.7544
hsa-mir-619	0	0	0	1.7544
DAO	0	0	0	1.7544
SVOP	0	0	0	1.7544
USP30-AS1	0	0	0	1.7544
USP30	0	0	0	1.7544
ALKBH2	0	0	0	1.7544
UNG	0	0	0	1.7544
ACACB	0	0	0	1.7544
FOXN4	0	0	0	1.7544
MYO1H	0	0	0	1.7544
KCTD10	0	0	0	1.7544
UBE3B	1.1628	0	0	1.7544
MMAB	1.1628	0	0	1.7544
MVK	1.1628	0	0	1.7544
FAM222A	0	0	0	1.7544
FAM222A-AS1	0	0	0	1.7544
TRPV4	0	0	0	1.7544
MIR4497	0	0	0	1.7544
GLTP	0	0	0	1.7544
TCHP	0	0	0	1.7544
GIT2	0	0	0	1.7544
ANKRD13A	0	0	0	1.7544
C12orf76	0	0	0	1.7544
IFT81	1.1628	1.1628	0	1.7544
ATP2A2	0	1.1628	0	1.7544
ANAPC7	0	1.1628	0	1.7544
ARPC3	0	1.1628	0	1.7544
GPN3	0	1.1628	0	1.7544
FAM216A	0	1.1628	0	1.7544
VPS29	0	1.1628	0	1.7544
RAD9B	0	1.1628	0	1.7544
PPTC7	0	1.1628	0	1.7544
TCTN1	0	1.1628	0	1.7544
HVCN1	0	1.1628	0	1.7544
PPP1CC	0	1.1628	0	1.7544
CCDC63	0	1.1628	0	1.7544
MYL2	0	1.1628	0	1.7544
LOC100131138	0	1.1628	0	1.7544
CUX2	0	1.1628	0	1.7544
MIR6760	0	1.1628	0	1.7544
FAM109A	0	1.1628	0	1.7544
SH2B3	0	1.1628	0	1.7544
ATXN2	0	1.1628	0	1.7544
BRAP	0	1.1628	0	1.7544
ACAD10	0	1.1628	0	1.7544
ALDH2	0	1.1628	0	1.7544
MAPKAPK5-AS1	0	1.1628	0	1.7544
MAPKAPK5	0	1.1628	0	1.7544
MIR6761	0	1.1628	0	1.7544
ADAM1A	0	0	0	1.7544
TMEM116	0	0	0	1.7544
ERP29	0	0	0	1.7544
NAA25	0	0	1.7241	1.7544
TRAFD1	0	0	1.7241	1.7544
HECTD4	0	0	0	1.7544
MIR6861	0	0	0	1.7544
PTPN11	0	0	0	1.7544
RPL6	0	0	0	1.7544
hsa-mir-1302-1	0	0	0	1.7544
RPH3A	0	0	0	1.7544
OAS1	0	0	0	1.7544
OAS3	0	1.1628	0	1.7544
OAS2	0	1.1628	0	1.7544
DTX1	0	1.1628	0	1.7544
RASAL1	0	1.1628	0	1.7544
CCDC42B	0	0	0	1.7544
DDX54	0	0	0	1.7544
MIR7106	0	0	0	1.7544
RITA1	0	0	0	1.7544
IQCD	0	1.1628	0	1.7544
TPCN1	0	1.1628	0	1.7544
MIR6762	0	1.1628	0	1.7544
SLC8B1	0	1.1628	0	1.7544
PLBD2	0	0	0	1.7544
SDS	0	0	0	1.7544
SDSL	0	0	0	1.7544
LHX5	0	0	0	1.7544
LINC01234	0	0	0	1.7544
RBM19	0	0	0	1.7544
TBX5	0	0	0	0
TBX5-AS1	0	0	0	0
TBX3	0	0	0	0
MED13L	0	0	0	0
MIR620	0	0	0	0
MIR4472-2	0	0	0	0
LINC00173	0	0	0	0
MAP1LC3B2	0	0	0	0
C12orf49	0	0	0	0
RNFT2	0	0	0	0
HRK	0	0	0	0
FBXW8	0	1.1628	0	0
RP11-231I16.1	0	0	0	0
TESC	0	1.1628	0	0
FBXO21	0	1.1628	0	0
NOS1	0	2.3256	1.7241	0
KSR2	0	2.3256	0	0
RFC5	0	1.1628	0	0
WSB2	0	1.1628	0	0
VSIG10	0	1.1628	0	0
PEBP1	0	0	0	0
TAOK3	-0	-0	-0	-0
SUDS3	0	0	0	0
SRRM4	0	0	0	0
HSPB8	0	0	0	0
LINC00934	0	0	0	0
CCDC60	0	0	0	0
TMEM233	0	0	0	0
PRKAB1	0	0	0	0
CIT	0	1.1628	0	0
MIR1178	0	0	0	0
CCDC64	0	1.1628	0	0
RAB35	0	2.3256	0	0
GCN1L1	0	2.3256	0	0
MIR4498	0	2.3256	0	0
RPLP0	0	2.3256	0	0
PXN-AS1	0	2.3256	0	0
PXN	0	2.3256	0	0
SIRT4	0	2.3256	0	0
PLA2G1B	0	2.3256	0	0
MSI1	0	2.3256	0	0
COX6A1	0	2.3256	0	0
GATC	0	2.3256	0	0
TRIAP1	0	2.3256	0	0
SRSF9	0	2.3256	0	0
DYNLL1	0	2.3256	0	0
DYNLL1-AS1	0	2.3256	0	0
COQ5	0	2.3256	0	0
RNF10	0	2.3256	0	0
POP5	0	2.3256	0	0
CABP1	0	2.3256	0	0
MLEC	0	2.3256	0	0
UNC119B	0	2.3256	0	0
MIR4700	0	2.3256	0	0
ACADS	0	2.3256	0	0
SPPL3	0	2.3256	0	0
HNF1A-AS1	0	2.3256	0	0
HNF1A	0	2.3256	0	0
C12orf43	0	2.3256	0	0
OASL	0	2.3256	0	0
P2RX7	0	2.3256	0	0
P2RX4	0	2.3256	0	0
CAMKK2	0	2.3256	0	0
ANAPC5	1.1628	1.1628	0	0
RNF34	1.1628	1.1628	0	0
KDM2B	1.1628	1.1628	0	0
MIR7107	1.1628	1.1628	0	0
ORAI1	0	1.1628	0	0
MORN3	0	1.1628	0	0
TMEM120B	0	1.1628	0	0
RHOF	0	1.1628	0	0
LINC01089	0	1.1628	0	0
SETD1B	0	1.1628	0	0
HPD	0	1.1628	1.7241	0
PSMD9	0	1.1628	1.7241	0
WDR66	0	1.1628	1.7241	0
BCL7A	0	1.1628	1.7241	0
MLXIP	0	1.1628	1.7241	0
LRRC43	0	1.1628	1.7241	0
IL31	0	1.1628	1.7241	0
B3GNT4	0	1.1628	1.7241	0
DIABLO	0	1.1628	1.7241	0
LOC101593348	0	1.1628	1.7241	0
VPS33A	0	1.1628	1.7241	0
CLIP1	0	1.1628	1.7241	0
RP11-450K4.1	0	1.1628	1.7241	0
ZCCHC8	0	1.1628	0	0
RSRC2	0	1.1628	0	0
KNTC1	0	2.3256	0	0
HCAR2	0	0	0	0
HCAR3	0	0	0	0
HCAR1	0	0	0	0
DENR	0	0	0	0
CCDC62	0	0	0	0
HIP1R	0	0	0	0
VPS37B	0	0	0	0
ABCB9	0	0	0	0
ARL6IP4	0	0	0	0
OGFOD2	0	0	0	0
PITPNM2	0	0	0	0
MIR4304	0	0	0	0
RP11-197N18.7	0	0	0	0
MPHOSPH9	0	0	0	0
C12orf65	0	0	0	0
CDK2AP1	0	0	0	0
SBNO1	0	0	0	0
MIR8072	0	0	0	0
SETD8	0	0	0	0
RILPL2	0	0	0	0
SNRNP35	0	0	0	0
RILPL1	0	0	0	0
MIR3908	0	0	0	0
RP11-486O12.2	0	0	0	0
TMED2	0	0	0	0
DDX55	0	0	0	0
EIF2B1	0	0	0	0
ATP6V0A2	0	0	0	0
GTF2H3	0	0	0	0
TCTN2	0	0	0	0
DNAH10	0	0	0	0
CCDC92	0	0	0	0
ZNF664-FAM101A	0	0	3.4483	0
ZNF664	0	0	0	0
FAM101A	0	0	3.4483	0
NCOR2	-0	-0	-1.7241	-0
MIR6880	0	0	1.7241	0
SCARB1	1.1628	0	1.7241	0
UBC	0	0	1.7241	0
MIR5188	0	0	1.7241	0
DHX37	0	0	1.7241	0
BRI3BP	0	0	1.7241	0
THRIL	0	0	1.7241	0
AACS	0	0	1.7241	0
TMEM132B	0	0	1.7241	0
LINC00939	0	0	1.7241	0
RP3-446N13.1	0	0	1.7241	0
LINC00943	0	0	1.7241	0
LINC00944	0	0	1.7241	0
RP11-407A16.3	0	0	1.7241	0
RP5-944M2.3	0	0	1.7241	0
RP11-983C2.2	0	0	1.7241	0
RP11-575F12.1	0	0	1.7241	0
RP11-955H22.3	0	0	1.7241	0
FLJ37505	0	0	0	0
LINC00507	0	0	0	0
RP13-653N12.1	0	0	0	0
RP13-653N12.2	0	0	0	0
MIR3612	0	0	0	0
TMEM132C	0	1.1628	0	0
SLC15A4	0	1.1628	0	0
GLT1D1	0	1.1628	0	0
TMEM132D	0	1.1628	0	0
RP11-669N7.2	0	1.1628	0	0
RP11-669N7.3	0	1.1628	0	0
FZD10-AS1	0	1.1628	0	0
FZD10	0	1.1628	0	0
PIWIL1	0	1.1628	0	0
RIMBP2	0	1.1628	0	0
RP11-474D1.3	0	1.1628	0	0
STX2	0	1.1628	0	0
RAN	0	1.1628	0	0
GPR133	0	1.1628	1.7241	0
RP11-638F5.1	0	1.1628	1.7241	0
RP13-507P19.2	0	1.1628	1.7241	0
SFSWAP	0	1.1628	0	1.7544
MMP17	0	1.1628	0	0
ULK1	0	1.1628	0	0
PUS1	0	1.1628	0	0
EP400	0	1.1628	0	0
SNORA49	0	1.1628	0	0
EP400NL	0	1.1628	0	0
DDX51	0	1.1628	0	0
GALNT9	0	1.1628	0	0
LOC100130238	0	1.1628	0	0
NOC4L	0	1.1628	0	0
FBRSL1	0	1.1628	0	0
ANHX	0	1.1628	0	0
ANKLE2	0	1.1628	0	0
CHFR	0	1.1628	0	0
GOLGA3	0	1.1628	0	0
LRCOL1	0	1.1628	0	0
MIR6763	0	1.1628	0	0
P2RX2	0	1.1628	0	0
PGAM5	0	1.1628	0	0
POLE	0	1.1628	0	0
PXMP2	0	1.1628	0	0
RP11-386I8.6	0	1.1628	0	0
ZNF10	0	1.1628	0	0
ZNF140	0	1.1628	0	0
ZNF268	0	1.1628	0	0
ZNF26	0	1.1628	0	0
ZNF605	0	1.1628	0	0
ZNF84	0	1.1628	0	0
ZNF891	0	1.1628	0	0
ANKRD20A9P	0	2.3256	5.1724	0
LINC00417	0	2.3256	5.1724	0
LINC00408	0	2.3256	5.1724	0
LINC00442	0	2.3256	5.1724	0
RNU6-52P	0	2.3256	5.1724	0
TUBA3C	0	2.3256	5.1724	0
ANKRD26P3	0	2.3256	5.1724	0
LINC00421	0	2.3256	5.1724	0
TPTE2	0	3.4884	5.1724	0
MPHOSPH8	0	2.3256	5.1724	0
PSPC1	0	2.3256	5.1724	0
ZMYM5	0	2.3256	5.1724	0
ZMYM2	0	2.3256	3.4483	0
GJA3	0	2.3256	3.4483	0
GJB2	0	2.3256	3.4483	0
CRYL1	0	2.3256	3.4483	0
GJB6	0	2.3256	3.4483	0
MIR4499	0	2.3256	3.4483	0
IFT88	0	2.3256	5.1724	0
IL17D	0	2.3256	3.4483	0
N6AMT2	0	2.3256	3.4483	0
XPO4	0	2.3256	3.4483	0
LINC00367	0	2.3256	3.4483	0
LATS2	-0	-2.3256	-3.4483	-0
SAP18	0	2.3256	3.4483	0
SKA3	0	2.3256	3.4483	0
MRPL57	0	2.3256	3.4483	0
MIPEPP3	0	2.3256	3.4483	0
LINC00539	0	2.3256	3.4483	0
ZDHHC20	0	2.3256	3.4483	0
MICU2	0	2.3256	3.4483	0
FGF9	1.1628	2.3256	3.4483	0
LINC00424	0	2.3256	3.4483	0
LINC00540	0	2.3256	3.4483	0
BASP1P1	0	2.3256	3.4483	0
SGCG	0	1.1628	3.4483	0
SACS	0	1.1628	3.4483	0
SACS-AS1	0	1.1628	3.4483	0
LINC00327	0	1.1628	3.4483	0
ANKRD20A19P	0	1.1628	5.1724	0
C1QTNF9B-AS1	0	1.1628	5.1724	0
C1QTNF9B	0	1.1628	5.1724	0
MIPEP	0	1.1628	5.1724	0
SPATA13	0	1.1628	5.1724	0
TNFRSF19	0	1.1628	5.1724	0
MIR2276	0	1.1628	3.4483	0
SPATA13-AS1	0	1.1628	3.4483	0
C1QTNF9	0	1.1628	3.4483	0
PARP4	0	1.1628	3.4483	0
TPTE2P6	0	2.3256	3.4483	0
ATP12A	0	1.1628	3.4483	0
RNF17	0	1.1628	3.4483	0
CENPJ	0	1.1628	3.4483	0
TPTE2P1	0	1.1628	3.4483	0
PABPC3	0	1.1628	3.4483	0
AMER2	0	1.1628	3.4483	0
MTMR6	0	1.1628	3.4483	0
NUPL1	0	1.1628	3.4483	0
ATP8A2	0	1.1628	3.4483	0
SHISA2	0	1.1628	3.4483	0
RNF6	0	1.1628	3.4483	0
CDK8	0	1.1628	3.4483	0
WASF3	0	1.1628	5.1724	0
GPR12	0	1.1628	6.8966	0
USP12	0	1.1628	6.8966	0
USP12-AS2	0	1.1628	6.8966	0
RPL21P28	0	1.1628	5.1724	0
RPL21	0	1.1628	5.1724	0
SNORD102	0	1.1628	5.1724	0
SNORA27	0	1.1628	5.1724	0
RASL11A	0	1.1628	5.1724	0
GTF3A	0	1.1628	5.1724	0
MTIF3	0	1.1628	5.1724	0
LNX2	0	1.1628	5.1724	0
POLR1D	0	1.1628	5.1724	0
GSX1	0	1.1628	5.1724	0
PDX1-AS1	0	1.1628	6.8966	0
ATP5EP2	0	1.1628	6.8966	0
CDX2	0	1.1628	6.8966	0
PDX1	0	1.1628	6.8966	0
URAD	0	1.1628	6.8966	0
FLT3	0	1.1628	8.6207	0
PAN3-AS1	0	1.1628	5.1724	0
PAN3	0	1.1628	5.1724	0
FLT1	0	1.1628	5.1724	0
POMP	0	1.1628	5.1724	0
SLC46A3	0	1.1628	5.1724	0
MTUS2	0	1.1628	5.1724	1.7544
MTUS2-AS1	0	1.1628	5.1724	0
SLC7A1	0	1.1628	5.1724	1.7544
UBL3	0	1.1628	3.4483	1.7544
LINC00297	0	1.1628	3.4483	0
LINC00572	0	1.1628	3.4483	0
LINC00544	0	2.3256	3.4483	0
KATNAL1	1.1628	4.6512	3.4483	0
LINC00426	1.1628	5.814	5.1724	0
HMGB1	1.1628	5.814	5.1724	0
USPL1	1.1628	5.814	6.8966	0
ALOX5AP	1.1628	5.814	6.8966	0
LINC00398	1.1628	5.814	6.8966	0
LINC00545	1.1628	5.814	6.8966	0
TEX26-AS1	1.1628	5.814	6.8966	0
MEDAG	1.1628	5.814	6.8966	0
TEX26	1.1628	5.814	6.8966	0
HSPH1	1.1628	5.814	6.8966	0
B3GALTL	1.1628	5.814	6.8966	0
RXFP2	2.3256	5.814	6.8966	0
EEF1DP3	2.3256	5.814	6.8966	0
FRY-AS1	2.3256	4.6512	6.8966	0
FRY	2.3256	4.6512	6.8966	0
ZAR1L	2.3256	4.6512	6.8966	0
BRCA2	2.3256	4.6512	6.8966	0
N4BP2L1	2.3256	4.6512	5.1724	0
N4BP2L2	2.3256	4.6512	5.1724	0
MINOS1P1	2.3256	4.6512	5.1724	0
N4BP2L2-IT2	2.3256	4.6512	5.1724	0
PDS5B	2.3256	4.6512	5.1724	0
LINC00423	2.3256	4.6512	5.1724	0
KL	2.3256	4.6512	3.4483	0
STARD13	2.3256	5.814	3.4483	0
STARD13-AS	2.3256	4.6512	3.4483	0
RFC3	2.3256	5.814	0	0
LINC00457	2.3256	4.6512	0	0
NBEA	2.3256	4.6512	0	0
MAB21L1	2.3256	3.4884	0	0
MIR548F5	3.4884	4.6512	0	0
DCLK1	3.4884	3.4884	0	0
CCDC169-SOHLH2	3.4884	3.4884	0	0
SOHLH2	3.4884	3.4884	0	0
CCDC169	3.4884	3.4884	0	0
SPG20	3.4884	3.4884	0	0
SPG20OS	3.4884	3.4884	0	0
CCNA1	3.4884	3.4884	0	0
SERTM1	3.4884	4.6512	0	0
RFXAP	3.4884	4.6512	0	0
SMAD9	3.4884	4.6512	0	0
ALG5	3.4884	3.4884	0	0
EXOSC8	3.4884	3.4884	0	0
SUPT20H	3.4884	3.4884	0	0
CSNK1A1L	3.4884	3.4884	0	0
LINC00547	3.4884	3.4884	0	0
POSTN	3.4884	3.4884	0	0
TRPC4	3.4884	3.4884	0	0
LINC00571	3.4884	4.6512	0	0
UFM1	3.4884	4.6512	0	0
LINC00366	3.4884	4.6512	0	0
FREM2	3.4884	4.6512	0	0
STOML3	3.4884	3.4884	0	0
PROSER1	3.4884	3.4884	0	0
NHLRC3	3.4884	3.4884	0	0
LHFP	3.4884	4.6512	1.7241	0
COG6	3.4884	4.6512	0	0
MIR4305	3.4884	4.6512	0	0
LINC00332	3.4884	4.6512	0	0
LINC00548	3.4884	4.6512	0	0
LINC00598	3.4884	4.6512	0	0
FOXO1	3.4884	4.6512	0	0
MIR320D1	3.4884	4.6512	0	0
MRPS31	3.4884	4.6512	0	0
SLC25A15	3.4884	4.6512	0	0
TPTE2P5	3.4884	4.6512	0	0
MIR621	3.4884	4.6512	0	0
SUGT1P3	3.4884	4.6512	0	0
ELF1	3.4884	4.6512	0	0
WBP4	3.4884	4.6512	0	0
hsa-mir-3168	3.4884	4.6512	0	0
KBTBD6	3.4884	4.6512	0	0
KBTBD7	3.4884	4.6512	0	0
MTRF1	3.4884	4.6512	0	0
NAA16	3.4884	4.6512	0	0
OR7E37P	3.4884	4.6512	0	0
RGCC	3.4884	4.6512	0	0
VWA8	3.4884	5.814	0	0
MIR5006	3.4884	4.6512	0	0
VWA8-AS1	3.4884	5.814	0	0
DGKH	3.4884	5.814	0	1.7544
AKAP11	3.4884	4.6512	0	0
TNFSF11	3.4884	4.6512	0	0
FAM216B	3.4884	4.6512	0	0
DNAJC15	3.4884	3.4884	0	0
ENOX1	3.4884	3.4884	0	0
EPSTI1	3.4884	3.4884	0	0
CCDC122	3.4884	3.4884	0	0
LACC1	3.4884	3.4884	0	0
LINC00284	3.4884	3.4884	0	0
SMIM2-AS1	3.4884	3.4884	0	0
SMIM2-IT1	3.4884	3.4884	0	0
SMIM2	3.4884	3.4884	0	0
MIR8079	3.4884	3.4884	0	0
SERP2	3.4884	3.4884	0	0
LINC01071	3.4884	3.4884	0	0
TSC22D1	3.4884	3.4884	0	0
TSC22D1-AS1	3.4884	3.4884	0	0
LINC00330	3.4884	3.4884	0	0
NUFIP1	3.4884	3.4884	0	0
GPALPP1	4.6512	3.4884	0	0
GTF2F2	4.6512	3.4884	0	0
KCTD4	4.6512	3.4884	0	0
TPT1	4.6512	3.4884	0	0
SNORA31	4.6512	3.4884	0	0
TPT1-AS1	4.6512	3.4884	0	0
SLC25A30	4.6512	3.4884	0	0
COG3	4.6512	4.6512	0	0
FAM194B	4.6512	4.6512	0	0
SPERT	3.4884	3.4884	0	0
SIAH3	3.4884	3.4884	0	0
ZC3H13	3.4884	3.4884	0	0
CPB2-AS1	3.4884	3.4884	0	0
CPB2	3.4884	3.4884	0	0
LCP1	3.4884	3.4884	1.7241	0
LRRC63	3.4884	3.4884	1.7241	0
LINC00563	3.4884	3.4884	1.7241	0
KIAA0226L	3.4884	3.4884	1.7241	0
LRCH1	3.4884	3.4884	1.7241	0
ESD	3.4884	3.4884	1.7241	0
HTR2A	2.3256	3.4884	1.7241	0
HTR2A-AS1	2.3256	3.4884	0	0
SUCLA2	2.3256	4.6512	0	0
NUDT15	2.3256	4.6512	0	0
MED4-AS1	2.3256	4.6512	0	0
MED4	2.3256	4.6512	0	0
ITM2B	2.3256	3.4884	0	0
LINC00441	2.3256	3.4884	0	1.7544
RB1	-3.4884	-3.4884	-0	-1.7544
LPAR6	3.4884	2.3256	0	0
RCBTB2	3.4884	3.4884	0	0
LINC00462	3.4884	3.4884	0	0
CYSLTR2	3.4884	2.3256	0	0
FNDC3A	3.4884	3.4884	0	0
MLNR	3.4884	3.4884	0	0
CDADC1	3.4884	3.4884	0	0
CAB39L	3.4884	3.4884	0	0
SETDB2	3.4884	3.4884	0	0
PHF11	2.3256	3.4884	0	0
RCBTB1	2.3256	3.4884	0	0
ARL11	2.3256	3.4884	0	0
EBPL	2.3256	3.4884	0	0
KPNA3	2.3256	3.4884	0	0
CTAGE10P	2.3256	3.4884	0	0
SPRYD7	2.3256	4.6512	0	0
DLEU1	2.3256	4.6512	0	0
DLEU2	2.3256	4.6512	0	0
DLEU7-AS1	2.3256	4.6512	0	0
